id	PositiveTail 1	PositiveTail 2	PositiveTail 3	PositiveTail 4	PositiveTail 5	PositiveTail 6	PositiveTail 7	PositiveTail 8	PositiveTail 9	PositiveTail 10	PositiveTail 11	PositiveTail 12
25118071-25118071_analysis_0	0	2	0	4	0	0	0	0	0	0	0	0
25281889-25281889_analysis_0	0	0	0	0	1	0	0	0	0	0	0	0
25281889-25281889_analysis_1	0	1	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_10	1	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_11	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_2	2	1	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_4	1	1	0	1	0	0	0	0	0	0	0	0
25281889-25281889_analysis_5	1	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_7	1	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_8	0	0	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_9	0	0	0	0	0	0	0	0	0	0	0	0
25315788-25315788_analysis_0	0	2	0	0	0	0	0	0	0	0	0	0
25315788-25315788_analysis_1	0	0	0	1	0	0	0	0	0	0	0	0
25315788-25315788_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0
25534111-25534111_analysis_0	2	1	0	1	1	0	0	0	0	0	0	0
25534111-25534111_analysis_1	2	0	0	2	0	2	0	0	0	0	0	0
25534111-25534111_analysis_2	2	0	0	3	0	0	0	0	0	0	0	0
25534111-25534111_analysis_3	0	0	0	0	1	2	0	0	0	0	0	0
25640962-25640962_analysis_0	1	2	0	1	1	0	0	0	0	0	0	0
25640962-25640962_analysis_1	0	1	0	1	2	0	0	0	0	0	0	0
25640962-25640962_analysis_2	0	3	0	3	0	0	0	0	0	0	0	0
25640962-25640962_analysis_3	0	0	0	0	1	0	0	0	0	0	0	0
25640962-25640962_analysis_4	2	3	0	0	2	0	0	0	0	0	0	0
25697049-25697049_analysis_0	0	5	0	5	0	0	0	0	0	0	0	0
25697049-25697049_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0
25697049-25697049_analysis_2	0	1	0	1	0	0	0	0	0	0	0	0
25697049-25697049_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0
25697049-25697049_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0
25697049-25697049_analysis_5	0	2	0	1	0	0	0	0	0	0	0	0
25697049-25697049_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_0	0	1	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_1	0	1	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_10	0	0	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_2	0	0	1	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_3	0	0	0	2	0	0	0	0	0	0	0	0
25716010-25716010_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_5	0	3	0	4	0	0	0	0	0	0	0	0
25716010-25716010_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_7	0	0	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_8	0	1	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_9	1	1	0	0	0	0	0	0	0	0	0	0
25729358-25729358_analysis_0	0	0	1	2	0	0	0	0	0	0	0	0
25729358-25729358_analysis_1	0	0	1	1	1	0	0	0	0	0	0	0
25729358-25729358_analysis_2	0	0	0	2	0	0	0	0	0	0	0	0
25729358-25729358_analysis_3	0	1	0	2	0	0	0	0	0	0	0	0
25729358-25729358_analysis_4	0	0	0	0	1	0	0	0	0	0	0	0
25729358-25729358_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0
25911123-25911123_analysis_0	0	5	0	0	0	0	0	0	0	0	0	0
25911123-25911123_analysis_1	0	0	0	0	3	0	0	0	0	0	0	0
25929599-25929599_analysis_0	1	2	0	0	1	0	0	0	0	0	0	0
25929599-25929599_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0
25929599-25929599_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0
25929599-25929599_analysis_3	1	1	0	0	1	0	0	0	0	0	0	0
25929599-25929599_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0
25996424-25996424_analysis_0	0	0	0	1	0	0	0	0	0	0	0	0
25996424-25996424_analysis_1	0	1	0	0	1	0	0	0	0	0	0	0
25996424-25996424_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0
25996424-25996424_analysis_3	1	1	0	0	0	1	0	0	0	0	0	0
25996424-25996424_analysis_4	0	1	0	0	0	0	0	0	0	0	0	0
25996424-25996424_analysis_5	0	1	0	1	0	1	0	0	0	0	0	0
26143208-26143208_analysis_0	0	2	0	0	2	1	1	0	0	0	0	0
26143208-26143208_analysis_1	3	1	0	0	0	1	1	0	0	0	0	0
26235682-26235682_analysis_0	0	2	0	1	1	0	0	0	0	0	0	0
26235682-26235682_analysis_1	0	2	1	1	1	0	0	0	0	0	0	0
26235682-26235682_analysis_2	0	1	1	1	1	0	0	0	0	0	0	0
26235682-26235682_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0
26235682-26235682_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0
26254589-26254589_analysis_0	2	4	0	0	3	0	0	0	0	0	0	0
26254589-26254589_analysis_1	0	3	3	6	1	0	0	2	0	0	0	0
26254589-26254589_analysis_2	2	3	1	1	1	0	0	1	0	0	0	0
26254589-26254589_analysis_3	1	5	1	4	3	0	0	1	0	0	0	0
26254589-26254589_analysis_4	2	5	0	0	1	0	0	0	0	0	0	0
26254589-26254589_analysis_5	0	4	1	4	4	0	0	0	0	0	0	0
26262561-26262561_analysis_0	0	1	0	1	0	1	0	0	0	0	0	0
26301900-26301900_analysis_0	1	0	0	2	0	0	0	0	0	0	0	0
26301900-26301900_analysis_1	0	0	0	5	2	0	0	0	0	0	0	0
26323252-26323252_analysis_0	0	0	0	0	0	1	0	0	0	0	0	0
26323252-26323252_analysis_1	1	0	0	2	0	0	0	0	0	0	0	0
26323252-26323252_analysis_2	0	0	0	1	0	0	0	0	0	0	0	0
26323252-26323252_analysis_3	0	0	0	1	0	0	0	0	0	0	0	0
26323252-26323252_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0
26365506-26365506_analysis_0	0	1	0	1	2	1	0	0	0	0	0	0
26365506-26365506_analysis_1	0	1	0	1	0	0	1	0	0	0	0	0
26417673-26417673_analysis_0	2	0	0	0	0	0	1	0	0	0	0	0
26417673-26417673_analysis_1	1	1	0	2	0	0	1	0	0	0	0	0
26417673-26417673_analysis_2	0	0	0	0	1	1	0	1	0	0	0	0
26481048-26481048_analysis_0	0	1	1	6	5	0	0	0	0	0	0	0
26481048-26481048_analysis_1	0	2	2	9	3	0	0	0	0	0	0	0
26481048-26481048_analysis_2	1	0	0	0	0	0	0	0	0	0	0	0
26481048-26481048_analysis_3	0	0	0	1	0	0	0	0	0	0	0	0
26505303-26505303_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0
26505303-26505303_analysis_1	0	2	0	0	0	1	0	0	0	0	0	0
26505303-26505303_analysis_2	0	3	0	2	2	0	0	0	0	0	0	0
26505303-26505303_analysis_3	0	1	0	0	0	0	0	0	0	0	0	0
26567160-26567160_analysis_0	1	2	1	2	1	0	0	1	0	0	0	0
26567160-26567160_analysis_1	1	1	1	1	1	0	0	1	0	0	0	0
26567160-26567160_analysis_2	1	1	0	2	1	0	0	1	0	0	0	0
26567160-26567160_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0
26567160-26567160_analysis_4	0	1	0	0	0	0	0	0	0	0	0	0
26567160-26567160_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0
26567160-26567160_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0
26803059-26803059_analysis_0	2	6	1	4	3	1	0	0	0	0	0	0
26803059-26803059_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0
26803059-26803059_analysis_2	5	2	0	1	2	1	0	0	1	0	0	0
26803059-26803059_analysis_3	0	1	0	0	1	2	0	0	0	0	0	0
26803059-26803059_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0
26803059-26803059_analysis_5	0	0	0	0	0	0	1	0	0	0	0	0
26803059-26803059_analysis_6	0	1	0	0	1	0	0	0	0	0	0	0
26803059-26803059_analysis_7	0	1	0	0	1	0	0	0	0	0	0	0
26803059-26803059_analysis_8	0	0	0	0	0	0	0	0	0	0	0	0
26803059-26803059_analysis_9	0	0	0	0	0	1	0	0	0	0	0	0
26812250-26812250_analysis_0	1	0	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_10	0	0	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_2	0	1	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_3	0	0	0	0	1	0	0	0	0	0	0	0
26812250-26812250_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_5	0	1	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_7	0	1	0	1	0	0	0	0	0	0	0	0
26812250-26812250_analysis_8	0	1	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_9	0	0	0	1	0	0	0	0	0	0	0	0
26892859-26892859_analysis_0	0	4	0	6	3	0	0	0	0	0	0	0
26892859-26892859_analysis_1	0	0	0	1	2	0	0	0	0	0	0	0
26892859-26892859_analysis_2	0	0	0	1	2	0	0	0	0	0	0	0
26908320-26908320_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0
26908320-26908320_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0
26908320-26908320_analysis_2	1	0	0	3	0	0	0	0	0	0	0	0
26908320-26908320_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0
26908320-26908320_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0
26908320-26908320_analysis_5	0	1	0	1	0	0	0	0	0	0	0	0
27039141-27039141_analysis_0	0	2	0	0	0	0	0	0	0	0	0	0
27039141-27039141_analysis_1	0	1	0	1	0	0	0	0	0	0	0	0
27039141-27039141_analysis_2	0	1	1	0	1	0	0	0	0	0	0	0
27039141-27039141_analysis_3	0	1	0	0	1	0	0	0	0	0	0	0
27090501-27090501_analysis_0	2	0	0	0	0	0	0	0	0	0	0	0
27095057-27095057_analysis_0	0	0	1	1	1	0	0	0	0	0	0	0
27095057-27095057_analysis_1	0	0	0	1	0	0	0	0	0	0	0	0
27095057-27095057_analysis_2	0	1	1	0	3	0	0	0	0	0	0	0
27095057-27095057_analysis_3	0	1	0	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_0	1	0	0	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_1	0	0	0	1	0	0	0	0	0	0	0	0
27096431-27096431_analysis_10	0	1	0	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_11	0	0	0	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_12	0	0	0	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_13	0	0	0	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_2	2	1	1	1	0	0	0	0	0	0	0	0
27096431-27096431_analysis_3	0	1	0	1	0	0	0	0	0	0	0	0
27096431-27096431_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_7	0	1	0	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_8	0	0	0	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_9	0	0	0	0	0	0	0	0	0	0	0	0
27236373-27236373_analysis_0	0	2	0	1	0	1	0	0	0	0	0	0
27236373-27236373_analysis_1	0	1	1	1	0	0	0	0	0	0	0	0
27236373-27236373_analysis_2	0	0	1	2	0	0	0	0	0	0	0	0
27236373-27236373_analysis_3	0	2	1	1	1	0	0	0	0	0	0	0
27236373-27236373_analysis_4	0	2	1	1	1	0	0	0	0	0	0	0
27236373-27236373_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0
27236373-27236373_analysis_6	0	0	1	0	0	0	0	0	0	0	0	0
27236373-27236373_analysis_7	0	0	0	0	0	0	0	0	0	0	0	0
27375449-27375449_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0
27375449-27375449_analysis_1	0	1	0	0	0	0	0	0	0	0	0	0
27375449-27375449_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0
27375449-27375449_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0
27375449-27375449_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0
27375449-27375449_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0
27375449-27375449_analysis_6	0	0	0	1	0	0	0	0	0	0	0	0
27477020-27477020_analysis_0	0	0	1	0	1	0	0	0	0	0	0	0
27477020-27477020_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0
27494142-27494142_analysis_0	0	0	0	1	2	0	0	0	0	0	0	0
27494142-27494142_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0
27494142-27494142_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0
27494142-27494142_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0
27494142-27494142_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0
27494142-27494142_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0
27568587-27568587_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0
27622781-27622781_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0
27622781-27622781_analysis_1	0	0	0	1	2	0	0	0	0	0	0	0
27622781-27622781_analysis_2	0	1	0	1	2	0	0	0	0	0	0	0
27622781-27622781_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0
27622781-27622781_analysis_4	2	1	0	1	0	0	0	0	0	0	0	0
27622781-27622781_analysis_5	0	2	0	0	0	0	0	0	0	0	0	0
28477977-28477977_analysis_0	0	0	0	0	1	0	0	0	0	0	0	0
28477977-28477977_analysis_1	0	1	0	2	0	0	0	0	0	0	0	0
28477977-28477977_analysis_2	0	0	0	2	0	0	0	0	0	0	0	0
28477977-28477977_analysis_3	1	2	0	0	2	0	0	0	0	0	0	0
28477977-28477977_analysis_4	4	0	0	0	0	0	0	0	0	0	0	0
28477977-28477977_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0
28477977-28477977_analysis_6	1	2	0	4	1	0	0	0	0	0	0	0
28477977-28477977_analysis_7	0	1	0	4	0	0	0	0	0	0	0	0
28504911-28504911_analysis_0	0	2	1	1	1	0	0	0	0	0	0	0
28504911-28504911_analysis_1	0	1	1	2	1	0	0	0	0	0	0	0
28504911-28504911_analysis_2	0	0	1	0	0	0	0	0	0	0	0	0
28504911-28504911_analysis_3	0	2	0	0	1	0	0	0	0	0	0	0
28504911-28504911_analysis_4	1	1	0	0	1	0	0	0	0	0	0	0
28905269-28905269_analysis_0	3	0	0	0	0	0	0	0	0	0	0	0
28905269-28905269_analysis_1	0	1	0	1	0	0	0	0	0	0	0	0
28931014-28931014_analysis_0	0	2	0	0	0	1	0	0	0	0	0	0
28931014-28931014_analysis_1	0	1	0	0	0	0	0	0	0	0	0	0
29039129-29039129_analysis_0	0	0	0	0	0	1	0	0	0	0	0	0
29039129-29039129_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0
29079809-29079809_analysis_0	0	1	0	1	1	0	0	0	0	0	0	0
29079809-29079809_analysis_1	1	2	0	2	1	0	0	0	0	0	0	0
29079809-29079809_analysis_2	1	3	0	0	1	1	0	0	0	0	0	0
29097704-29097704_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0
29097704-29097704_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0
29097704-29097704_analysis_10	0	0	0	0	0	0	0	0	0	0	0	0
29097704-29097704_analysis_11	0	2	0	0	0	0	0	0	0	0	0	0
29097704-29097704_analysis_12	0	0	0	0	0	0	0	0	0	0	0	0
29097704-29097704_analysis_13	0	0	0	0	0	0	0	0	0	0	0	0
29097704-29097704_analysis_2	0	2	0	1	1	0	0	0	0	0	0	0
29097704-29097704_analysis_3	1	0	0	0	1	0	0	0	0	0	0	0
29097704-29097704_analysis_4	0	2	0	0	0	0	0	0	0	0	0	0
29097704-29097704_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0
29097704-29097704_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0
29097704-29097704_analysis_7	0	0	0	0	0	0	0	0	0	0	0	0
29097704-29097704_analysis_8	0	2	0	0	0	0	0	0	0	0	0	0
29097704-29097704_analysis_9	0	0	0	0	0	0	0	0	0	0	0	0
29221830-29221830_analysis_0	0	3	2	1	3	0	0	0	0	0	0	0
29221830-29221830_analysis_1	0	2	0	1	0	0	0	0	0	0	0	0
29221830-29221830_analysis_2	0	0	0	1	1	0	0	0	0	0	0	0
29221830-29221830_analysis_3	4	2	0	1	0	1	0	0	0	0	0	0
29221830-29221830_analysis_4	2	2	0	2	0	0	0	0	0	0	0	0
29221830-29221830_analysis_5	3	3	0	3	1	1	0	0	0	0	0	0
29265483-29265483_analysis_0	3	1	1	4	2	0	1	0	0	0	0	0
29265483-29265483_analysis_1	0	3	0	1	0	1	0	0	0	0	0	0
29265483-29265483_analysis_2	0	0	2	0	2	0	0	1	0	0	0	0
29265483-29265483_analysis_3	0	1	0	0	1	0	0	0	0	0	0	0
29324862-29324862_analysis_0	0	0	0	2	1	0	0	0	0	0	0	0
29324862-29324862_analysis_1	0	1	0	0	1	0	0	0	0	0	0	0
29324862-29324862_analysis_2	0	2	0	2	1	0	0	0	0	0	0	0
29324862-29324862_analysis_3	0	1	0	1	1	0	1	0	0	0	0	0
29324862-29324862_analysis_4	0	0	0	0	1	1	0	0	0	0	0	0
29324862-29324862_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0
29324862-29324862_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0
29330483-29330483_analysis_0	0	0	0	1	0	0	0	0	0	0	0	0
29330483-29330483_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0
29330483-29330483_analysis_10	0	2	0	3	0	0	0	0	0	0	0	0
29330483-29330483_analysis_11	0	0	0	0	0	0	0	0	0	0	0	0
29330483-29330483_analysis_2	0	2	0	5	0	0	0	0	0	0	0	0
29330483-29330483_analysis_3	0	2	0	1	0	0	0	0	0	0	0	0
29330483-29330483_analysis_4	0	1	0	2	0	0	0	0	0	0	0	0
29330483-29330483_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0
29330483-29330483_analysis_6	0	1	0	1	0	0	0	0	0	0	0	0
29330483-29330483_analysis_7	0	0	0	0	0	0	0	0	0	0	0	0
29330483-29330483_analysis_8	0	0	0	0	0	0	0	0	0	0	0	0
29330483-29330483_analysis_9	0	0	0	0	0	0	0	0	0	0	0	0
29432769-29432769_analysis_0	0	0	0	0	1	0	0	0	0	0	0	0
29432769-29432769_analysis_1	0	0	1	0	1	0	0	0	0	0	0	0
29432769-29432769_analysis_10	0	0	0	0	0	0	0	0	0	0	0	0
29432769-29432769_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0
29432769-29432769_analysis_3	0	0	0	1	0	0	0	0	0	0	0	0
29432769-29432769_analysis_4	0	1	0	0	0	0	0	0	0	0	0	0
29432769-29432769_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0
29432769-29432769_analysis_6	0	0	0	0	0	0	0	0	0	0	0	0
29432769-29432769_analysis_7	0	0	0	0	0	0	0	0	0	0	0	0
29432769-29432769_analysis_8	0	0	0	0	0	0	0	0	0	0	0	0
29432769-29432769_analysis_9	0	0	0	0	0	0	0	0	0	0	0	0
29582502-29582502_analysis_0	3	1	0	0	2	2	0	0	0	0	0	0
29582502-29582502_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0
29582502-29582502_analysis_2	1	0	0	0	0	0	0	0	0	0	0	0
29582502-29582502_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0
29582502-29582502_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0
29582502-29582502_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0
29723244-29723244_analysis_0	2	2	1	3	2	0	1	0	0	0	0	0
29740753-29740753_analysis_0	0	2	0	6	0	0	0	0	0	0	0	0
29740753-29740753_analysis_1	1	4	0	6	0	0	0	0	0	0	0	0
29740753-29740753_analysis_2	0	6	0	13	0	0	0	0	0	0	0	0
29777673-29777673_analysis_0	0	0	0	0	0	0	0	0	0	0	0	0
29777673-29777673_analysis_1	0	0	0	0	1	0	0	0	0	0	0	0
29777673-29777673_analysis_2	0	0	0	0	1	0	0	0	0	0	0	0
29777673-29777673_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0
29777673-29777673_analysis_4	0	0	0	0	0	0	0	0	0	0	0	0
29777673-29777673_analysis_5	1	1	0	0	0	0	0	0	0	0	0	0
29777673-29777673_analysis_6	0	1	0	0	0	0	0	0	0	0	0	0
29890323-29890323_analysis_0	1	4	0	5	1	0	0	0	0	0	0	0
29890323-29890323_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0
29890323-29890323_analysis_2	0	1	0	2	0	0	0	0	0	0	0	0
29890323-29890323_analysis_3	0	0	0	0	1	0	0	0	0	0	0	0
29890323-29890323_analysis_4	3	0	0	5	0	0	0	0	0	0	0	0
29890323-29890323_analysis_5	0	1	1	1	0	0	0	0	0	0	0	0
30056560-30056560_analysis_0	0	2	1	3	1	0	0	0	0	0	0	0
30056560-30056560_analysis_1	0	1	2	0	0	0	0	0	0	0	0	0
30077577-30077577_analysis_0	0	1	1	1	1	0	0	0	0	0	0	0
30272134-30272134_analysis_0	0	4	0	4	0	0	0	0	0	0	0	0
30272134-30272134_analysis_1	0	0	0	1	0	0	0	0	0	0	0	0
30272134-30272134_analysis_2	1	4	0	1	0	0	0	0	0	0	0	0
30349467-30349467_analysis_0	0	2	0	0	0	0	0	0	0	0	0	0
30349467-30349467_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0
30349467-30349467_analysis_2	1	0	0	0	1	1	0	0	0	0	0	0
30349467-30349467_analysis_3	0	2	2	3	0	0	0	0	0	0	0	0
30349467-30349467_analysis_4	0	0	0	0	1	0	0	0	0	0	0	0
30349467-30349467_analysis_5	0	0	0	0	0	0	0	0	0	0	0	0
30349467-30349467_analysis_6	0	0	0	1	1	0	0	0	0	0	0	0
30649548-30649548_analysis_0	2	1	1	0	5	0	0	0	0	0	0	0
30649548-30649548_analysis_1	2	1	0	0	4	0	0	0	0	0	0	0
30649548-30649548_analysis_2	0	0	0	6	0	0	0	0	0	0	0	0
30649548-30649548_analysis_3	0	1	0	1	1	0	0	0	0	0	0	0
30649548-30649548_analysis_4	1	0	0	0	0	2	0	0	0	0	0	0
30649548-30649548_analysis_5	0	4	0	0	3	0	0	0	0	0	0	0
31056647-31056647_analysis_0	1	0	0	0	0	0	0	0	0	0	0	0
31056647-31056647_analysis_1	0	1	0	0	0	0	0	0	0	0	0	0
31056647-31056647_analysis_2	0	0	0	0	1	0	0	0	0	0	0	0
31090126-31090126_analysis_0	3	5	1	10	1	0	2	0	0	0	0	0
31090126-31090126_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0
31090126-31090126_analysis_2	0	0	0	0	0	0	0	0	0	0	0	0
31090126-31090126_analysis_3	0	0	0	0	0	0	0	0	0	0	0	0
31090126-31090126_analysis_4	1	0	0	2	0	0	0	0	0	0	0	0
31142792-31142792_analysis_0	1	0	0	1	0	0	0	0	0	0	0	0
31142792-31142792_analysis_1	0	0	0	0	1	0	0	0	0	0	0	0
31598216-31598216_analysis_0	1	1	0	1	1	0	0	0	0	0	0	0
31598216-31598216_analysis_1	0	0	0	0	0	0	0	0	0	0	0	0
31598216-31598216_analysis_2	0	1	0	1	0	0	0	0	0	0	0	0
31598216-31598216_analysis_3	0	2	0	1	0	0	0	1	0	0	0	0
31598216-31598216_analysis_4	0	0	0	0	1	0	0	0	0	0	0	0
31598216-31598216_analysis_5	2	0	0	1	0	0	0	1	0	0	0	0
31598216-31598216_analysis_6	0	0	0	0	1	0	0	0	0	0	0	0
